gen	nevals	avg                            	std                            	min                	max                
423	167   	[  0.91811667 637.96666667]    	[ 0.06765257 38.61388639]      	[  0.625 500.   ]  	[  0.98 770.  ]    
424	173   	[  0.9119     635.96666667]    	[ 0.07157553 41.38516911]      	[  0.67 480.  ]    	[  0.98 790.  ]    
425	181   	[  0.90555    636.03333333]    	[ 0.07408518 48.58427958]      	[  0.675 465.   ]  	[  0.98 810.  ]    
426	176   	[  0.91016667 638.45      ]    	[ 0.06582785 45.79498699]      	[  0.655 490.   ]  	[  0.98 795.  ]    
427	182   	[  0.9113     638.61666667]    	[ 0.06758064 48.19062553]      	[  0.685 480.   ]  	[  0.98 840.  ]    
428	172   	[  0.91763333 643.75      ]    	[ 0.06324212 42.87214519]      	[  0.69 500.  ]    	[  0.98 805.  ]    
429	175   	[  0.91778333 632.7       ]    	[ 0.07125426 44.41895241]      	[  0.61 415.  ]    	[  0.98 815.  ]    
430	178   	[  0.91336667 633.8       ]    	[ 0.07404277 43.0529906 ]      	[  0.545 460.   ]  	[  0.98 815.  ]    
431	179   	[  0.91523333 634.71666667]    	[ 0.06927803 43.48183209]      	[  0.65 510.  ]    	[  0.98 760.  ]    
432	158   	[  0.92466667 638.43333333]    	[ 0.06710481 39.40023971]      	[  0.65 485.  ]    	[  0.98 825.  ]    
433	172   	[  0.91575    633.28333333]    	[ 0.0684119  47.41803161]      	[  0.69 465.  ]    	[  0.98 820.  ]    
434	165   	[  0.91235 635.15   ]          	[ 0.07325681 42.24011719]      	[  0.64 505.  ]    	[  0.98 820.  ]    
435	177   	[  0.9141 632.65  ]            	[ 0.06944199 41.03121779]      	[  0.71 505.  ]    	[  0.98 795.  ]    
436	158   	[  0.90945 633.4    ]          	[ 0.07566118 44.76724993]      	[  0.625 510.   ]  	[  0.98 795.  ]    
437	185   	[  0.91166667 630.8       ]    	[ 0.06960284 48.02110647]      	[  0.7 490. ]      	[  0.98 775.  ]    
438	178   	[  0.90466667 629.18333333]    	[ 0.06983831 45.26127545]      	[  0.7 490. ]      	[  0.98 780.  ]    
439	181   	[  0.90293333 631.4       ]    	[ 0.07162678 46.64268431]      	[  0.64 495.  ]    	[  0.98 785.  ]    
440	182   	[  0.90001667 634.95      ]    	[ 0.06818541 47.05756227]      	[  0.715 500.   ]  	[  0.98 785.  ]    
441	178   	[  0.89863333 635.55      ]    	[ 0.07122475 46.22172108]      	[  0.695 505.   ]  	[  0.98 835.  ]    
442	165   	[  0.9045     633.33333333]    	[ 0.06993866 46.86920335]      	[  0.645 485.   ]  	[  0.98 785.  ]    
443	176   	[  0.9056     630.43333333]    	[ 0.06837865 48.72007344]      	[  0.675 495.   ]  	[  0.98 805.  ]    
444	176   	[  0.90815    629.81666667]    	[ 0.06729037 46.71419901]      	[  0.675 485.   ]  	[  0.98 820.  ]    
445	178   	[  0.91153333 629.85      ]    	[ 0.06553866 44.87271814]      	[  0.63 495.  ]    	[  0.98 835.  ]    
446	175   	[  0.90728333 627.63333333]    	[ 0.06829131 44.32530002]      	[  0.62 490.  ]    	[  0.98 765.  ]    
447	170   	[  0.90803333 626.05      ]    	[ 0.06856237 42.07906249]      	[  0.665 485.   ]  	[  0.98 730.  ]    
448	179   	[  0.91135 633.05   ]          	[ 0.06776868 46.82713779]      	[  0.675 485.   ]  	[  0.98 790.  ]    
449	176   	[  0.91203333 635.63333333]    	[ 0.0674082  44.19953494]      	[  0.62 495.  ]    	[  0.98 790.  ]    
450	176   	[  0.91395    630.61666667]    	[ 0.07007363 42.25166335]      	[  0.615 470.   ]  	[  0.98 770.  ]    
451	160   	[  0.91726667 627.7       ]    	[ 0.0678751  37.13996051]      	[  0.605 530.   ]  	[  0.98 755.  ]    
452	166   	[  0.91755    625.68333333]    	[ 0.07031179 40.57235991]      	[  0.67 480.  ]    	[  0.98 755.  ]    
453	177   	[  0.92498333 620.58333333]    	[ 0.06633312 37.46211049]      	[  0.605 485.   ]  	[  0.98 820.  ]    
454	174   	[  0.91726667 617.23333333]    	[ 0.07147164 40.80251899]      	[  0.62 475.  ]    	[  0.98 735.  ]    
455	157   	[  0.9174 617.35  ]            	[ 0.07139729 37.59735141]      	[  0.705 505.   ]  	[  0.98 755.  ]    
456	178   	[  0.91213333 615.76666667]    	[ 0.07354782 38.73945735]      	[  0.69 435.  ]    	[  0.98 745.  ]    
457	156   	[  0.91343333 619.08333333]    	[ 0.06974629 38.06892506]      	[  0.59 475.  ]    	[  0.98 750.  ]    
458	177   	[  0.9181     617.08333333]    	[ 0.06708122 38.0207363 ]      	[  0.725 505.   ]  	[  0.98 735.  ]    
459	175   	[  0.90888333 617.23333333]    	[ 0.07607235 42.39118095]      	[  0.635 425.   ]  	[  0.98 740.  ]    
460	165   	[  0.9136     617.18333333]    	[ 0.07173823 35.03069686]      	[  0.655 485.   ]  	[  0.98 730.  ]    
461	163   	[  0.90378333 621.        ]    	[ 0.07693137 37.14386446]      	[  0.615 465.   ]  	[  0.98 800.  ]    
462	191   	[  0.90696667 616.65      ]    	[ 0.07130193 38.40174692]      	[  0.68 510.  ]    	[  0.98 760.  ]    
463	176   	[  0.90791667 614.9       ]    	[ 0.07109203 39.0745868 ]      	[  0.67 470.  ]    	[  0.98 765.  ]    
464	176   	[  0.90756667 616.3       ]    	[ 0.06907782 40.27584057]      	[  0.655 495.   ]  	[  0.98 740.  ]    
465	159   	[  0.9082     616.93333333]    	[ 0.07197865 37.54458091]      	[  0.655 470.   ]  	[  0.98 715.  ]    
466	158   	[  0.9106     619.51666667]    	[ 0.06936719 39.20692612]      	[  0.66 485.  ]    	[  0.98 735.  ]    
467	160   	[  0.91251667 620.63333333]    	[ 0.06838555 41.54032846]      	[  0.645 495.   ]  	[  0.98 835.  ]    
468	188   	[  0.90871667 620.33333333]    	[ 0.07320817 43.50159639]      	[  0.685 455.   ]  	[  0.98 745.  ]    
469	195   	[  0.90021667 616.11666667]    	[ 0.07461258 41.24119771]      	[  0.695 485.   ]  	[  0.98 765.  ]    
470	167   	[  0.90215    617.08333333]    	[ 0.06956024 42.42337864]      	[  0.72 470.  ]    	[  0.98 760.  ]    
471	181   	[  0.90226667 617.03333333]    	[ 0.07162655 45.5836106 ]      	[  0.695 475.   ]  	[  0.98 780.  ]    
472	179   	[  0.90168333 614.03333333]    	[ 0.07397466 47.0166519 ]      	[  0.665 475.   ]  	[  0.98 750.  ]    
473	170   	[  0.9078     616.43333333]    	[ 0.07233367 40.81395459]      	[  0.685 495.   ]  	[  0.98 750.  ]    
474	177   	[  0.90918333 615.76666667]    	[ 0.07030943 39.42814843]      	[  0.66 480.  ]    	[  0.98 760.  ]    
475	155   	[  0.91035 616.45   ]          	[ 0.07054049 43.48732574]      	[  0.655 505.   ]  	[  0.98 795.  ]    
476	175   	[  0.90558333 611.9       ]    	[ 0.07354189 42.80642475]      	[  0.63 480.  ]    	[  0.98 765.  ]    
477	191   	[  0.90308333 610.88333333]    	[ 0.07578199 44.1112577 ]      	[  0.675 430.   ]  	[  0.98 755.  ]    
478	179   	[  0.90055 615.6    ]          	[ 0.07070677 40.55416132]      	[  0.705 505.   ]  	[  0.98 745.  ]    
479	194   	[  0.89611667 614.63333333]    	[ 0.07212607 40.78029208]      	[  0.69 485.  ]    	[  0.98 770.  ]    
480	181   	[  0.8977     613.36666667]    	[ 0.07315424 42.50488861]      	[  0.67 465.  ]    	[  0.98 775.  ]    
481	155   	[  0.90383333 614.98333333]    	[ 0.07611705 39.51687052]      	[  0.635 465.   ]  	[  0.98 770.  ]    
482	174   	[  0.90281667 613.45      ]    	[ 0.07689809 40.12082792]      	[  0.63 500.  ]    	[  0.98 745.  ]    
483	164   	[  0.90786667 613.4       ]    	[ 0.07290255 37.52918864]      	[  0.615 490.   ]  	[  0.98 730.  ]    
484	175   	[  0.90556667 607.4       ]    	[ 0.07929278 43.91172964]      	[  0.57 450.  ]    	[  0.98 805.  ]    
485	170   	[  0.9076     611.48333333]    	[ 0.07118923 40.66181323]      	[  0.71 500.  ]    	[  0.98 805.  ]    
486	185   	[  0.91123333 613.68333333]    	[ 0.06889469 43.07183599]      	[  0.655 470.   ]  	[  0.98 750.  ]    
487	165   	[  0.90663333 620.53333333]    	[ 0.07059744 44.62677323]      	[  0.705 490.   ]  	[  0.98 770.  ]    
488	162   	[  0.90836667 615.48333333]    	[ 0.07316419 43.70182745]      	[  0.67 485.  ]    	[  0.98 830.  ]    
489	181   	[  0.9069     617.71666667]    	[ 0.07399926 49.55168738]      	[  0.65 470.  ]    	[  0.98 830.  ]    
490	174   	[  0.91115 618.8    ]          	[ 0.06982426 44.64743367]      	[  0.67 415.  ]    	[  0.98 830.  ]    
491	191   	[  0.901      612.86666667]    	[ 0.0788395  43.96910532]      	[  0.585 450.   ]  	[  0.98 785.  ]    
492	179   	[  0.90075    611.76666667]    	[ 0.07467611 41.86739649]      	[  0.68 460.  ]    	[  0.98 785.  ]    
493	169   	[  0.90758333 614.8       ]    	[ 0.07173151 39.54271952]      	[  0.67 455.  ]    	[  0.98 740.  ]    
494	191   	[  0.90403333 612.08333333]    	[ 0.07351122 45.27960971]      	[  0.665 485.   ]  	[  0.98 785.  ]    
495	163   	[  0.91091667 617.21666667]    	[ 0.06744931 45.29352112]      	[  0.69 495.  ]    	[  0.98 820.  ]    
496	186   	[  0.91643333 619.68333333]    	[ 0.06643879 43.55819543]      	[  0.705 505.   ]  	[  0.98 780.  ]    
497	162   	[  0.91101667 611.13333333]    	[ 0.07436991 42.47409668]      	[  0.68 465.  ]    	[  0.98 780.  ]    
498	171   	[  0.91596667 614.01666667]    	[ 0.06833544 40.82625449]      	[  0.645 460.   ]  	[  0.98 740.  ]    
499	173   	[  0.91566667 613.8       ]    	[ 0.07002063 39.47226875]      	[  0.595 495.   ]  	[  0.98 745.  ]    
500	150   	[  0.91333333 610.65      ]    	[ 0.072901   42.53031272]      	[  0.595 445.   ]  	[  0.98 735.  ]    
501	201   	[  0.90721667 607.95      ]    	[ 0.0757221 40.6064137]        	[  0.69 450.  ]    	[  0.98 755.  ]    
502	180   	[  0.91048333 604.36666667]    	[ 0.07256962 40.09695195]      	[  0.665 440.   ]  	[  0.98 755.  ]    
503	175   	[  0.91051667 605.25      ]    	[ 0.07232554 42.07557684]      	[  0.67 485.  ]    	[  0.98 780.  ]    
504	180   	[  0.9093     609.21666667]    	[ 0.07084144 47.419789  ]      	[  0.655 460.   ]  	[  0.98 800.  ]    
505	160   	[  0.90295    610.33333333]    	[ 0.07153587 42.2676656 ]      	[  0.67 480.  ]    	[  0.98 745.  ]    
506	174   	[  0.90761667 615.95      ]    	[ 0.0740995 46.6870521]        	[  0.67 460.  ]    	[  0.98 760.  ]    
507	163   	[  0.9122     609.66666667]    	[ 0.0641677  40.83163262]      	[  0.73 485.  ]    	[  0.98 755.  ]    
508	156   	[  0.90941667 610.78333333]    	[ 0.07133893 39.91828807]      	[  0.635 475.   ]  	[  0.98 755.  ]    
509	167   	[  0.90811667 610.16666667]    	[ 0.07284598 45.19187488]      	[  0.675 440.   ]  	[  0.98 725.  ]    
510	156   	[  0.90805 614.25   ]          	[ 0.06812695 43.76666349]      	[  0.695 470.   ]  	[  0.98 775.  ]    
511	177   	[  0.902 611.25 ]              	[ 0.07075545 46.55664113]      	[  0.6 470. ]      	[  0.98 840.  ]    
512	176   	[  0.90471667 613.15      ]    	[ 0.0719815  48.43202281]      	[  0.61 480.  ]    	[  0.98 840.  ]    
513	166   	[  0.9022     610.03333333]    	[ 0.07270025 46.9982151 ]      	[  0.675 485.   ]  	[  0.98 795.  ]    
514	167   	[  0.91221667 616.4       ]    	[ 0.06455491 47.60119046]      	[  0.695 520.   ]  	[  0.98 780.  ]    
515	168   	[  0.91186667 612.71666667]    	[ 0.0712368  47.23561215]      	[  0.69 460.  ]    	[  0.98 775.  ]    
516	157   	[  0.91578333 614.95      ]    	[ 0.06960941 42.3506887 ]      	[  0.675 495.   ]  	[  0.98 760.  ]    
517	192   	[  0.90968333 607.13333333]    	[ 0.07118743 44.29577356]      	[  0.645 460.   ]  	[  0.98 760.  ]    
518	168   	[  0.90521667 601.25      ]    	[ 0.07538481 43.52800822]      	[  0.7 480. ]      	[  0.98 715.  ]    
519	177   	[  0.91298333 609.53333333]    	[ 0.06949832 40.6933519 ]      	[  0.675 480.   ]  	[  0.98 735.  ]    
520	198   	[  0.90605    606.88333333]    	[ 0.07194892 43.85433907]      	[  0.655 490.   ]  	[  0.98 770.  ]    
521	168   	[  0.90228333 603.11666667]    	[ 0.07648008 46.0329924 ]      	[  0.695 420.   ]  	[  0.98 770.  ]    
522	173   	[  0.90103333 609.36666667]    	[ 0.07093494 52.98835302]      	[  0.635 420.   ]  	[  0.98 805.  ]    
523	176   	[  0.89821667 606.86666667]    	[ 0.07303472 45.46077674]      	[  0.64 435.  ]    	[  0.98 755.  ]    
524	147   	[  0.90568333 606.38333333]    	[ 0.06413748 45.49362287]      	[  0.675 440.   ]  	[  0.98 755.  ]    
525	168   	[  0.90363333 610.71666667]    	[ 0.068353   47.36105702]      	[  0.635 440.   ]  	[  0.98 790.  ]    
526	171   	[  0.91568333 614.3       ]    	[ 0.06414657 43.26865686]      	[  0.71 460.  ]    	[  0.98 790.  ]    
527	189   	[  0.90356667 609.4       ]    	[ 0.07609826 44.29228676]      	[  0.62 490.  ]    	[  0.98 755.  ]    
528	180   	[  0.91053333 613.6       ]    	[ 0.06850583 43.22082831]      	[  0.685 485.   ]  	[  0.98 770.  ]    
529	166   	[  0.9132     610.01666667]    	[ 0.07083027 46.2087624 ]      	[  0.58 490.  ]    	[  0.98 770.  ]    
530	175   	[  0.90848333 605.83333333]    	[ 0.07722122 45.27109698]      	[  0.56 420.  ]    	[  0.98 755.  ]    
531	179   	[  0.89646667 605.63333333]    	[ 0.07662473 49.70847234]      	[  0.65 470.  ]    	[  0.98 760.  ]    
532	176   	[  0.90346667 607.68333333]    	[ 0.07232438 51.17502375]      	[  0.69 480.  ]    	[  0.98 835.  ]    
533	172   	[  0.8969 602.3   ]            	[ 0.0765608  44.20644749]      	[  0.59 475.  ]    	[  0.98 735.  ]    
534	178   	[  0.89465    604.61666667]    	[ 0.07539315 44.18072418]      	[  0.645 475.   ]  	[  0.98 740.  ]    
535	186   	[  0.89931667 603.11666667]    	[ 0.0765318  42.51513129]      	[  0.635 475.   ]  	[  0.98 755.  ]    
536	174   	[  0.90528333 604.65      ]    	[ 0.06923393 49.31322507]      	[  0.63 475.  ]    	[  0.98 790.  ]    
537	171   	[  0.90423333 608.16666667]    	[ 0.07255397 45.96889045]      	[  0.71 470.  ]    	[  0.98 760.  ]    
538	170   	[  0.91255    612.51666667]    	[ 0.06897401 45.16543356]      	[  0.725 500.   ]  	[  0.98 790.  ]    
539	188   	[  0.90758333 609.78333333]    	[ 0.07225586 44.91513912]      	[  0.685 480.   ]  	[  0.98 785.  ]    
540	181   	[  0.9053     610.06666667]    	[ 0.06929461 50.43803679]      	[  0.62 460.  ]    	[  0.98 785.  ]    
541	183   	[  0.89838333 611.56666667]    	[ 0.07072814 48.24118803]      	[  0.695 485.   ]  	[  0.98 820.  ]    
542	174   	[  0.89506667 611.73333333]    	[ 0.07550052 47.7388265 ]      	[  0.64 470.  ]    	[  0.98 790.  ]    
543	166   	[  0.9058     611.93333333]    	[ 0.06797323 48.58253001]      	[  0.675 480.   ]  	[  0.98 780.  ]    
544	169   	[  0.90113333 606.28333333]    	[ 0.07454226 46.60225018]      	[  0.68 490.  ]    	[  0.98 750.  ]    
545	166   	[  0.90296667 607.6       ]    	[ 0.0740126  40.93987461]      	[  0.67 440.  ]    	[  0.98 735.  ]    
546	173   	[  0.89965    608.46666667]    	[ 0.07130541 37.62067989]      	[  0.7 490. ]      	[  0.98 715.  ]    
547	170   	[  0.8982     611.98333333]    	[ 0.075748   46.19505445]      	[  0.59 465.  ]    	[  0.98 795.  ]    
548	178   	[  0.90365    612.01666667]    	[ 0.06931037 49.3543283 ]      	[  0.735 490.   ]  	[  0.98 795.  ]    
549	169   	[  0.91186667 611.08333333]    	[ 0.0685214  51.42382446]      	[  0.705 450.   ]  	[  0.98 785.  ]    
550	180   	[  0.9117     603.71666667]    	[ 0.07210139 47.40537651]      	[  0.65 410.  ]    	[  0.98 760.  ]    
551	183   	[  0.90648333 603.35      ]    	[ 0.07108246 45.25329638]      	[  0.65 425.  ]    	[  0.98 740.  ]    
552	160   	[  0.90295    604.56666667]    	[ 0.07535724 46.41636445]      	[  0.64 450.  ]    	[  0.98 730.  ]    
553	175   	[  0.90373333 603.53333333]    	[ 0.07883144 43.90158185]      	[  0.655 460.   ]  	[  0.98 745.  ]    
554	167   	[  0.90398333 603.15      ]    	[ 0.07951341 42.85044729]      	[  0.65 445.  ]    	[  0.98 720.  ]    
555	181   	[  0.90936667 606.5       ]    	[ 0.07066186 42.03074272]      	[  0.73 485.  ]    	[  0.98 725.  ]    
556	186   	[  0.90813333 603.53333333]    	[ 0.0719399  43.58343212]      	[  0.68 475.  ]    	[  0.98 770.  ]    
557	183   	[  0.90425 602.5    ]          	[ 0.07309369 44.89339224]      	[  0.69 425.  ]    	[  0.98 730.  ]    
558	175   	[  0.9042 604.15  ]            	[ 0.07638189 41.96459818]      	[  0.61 440.  ]    	[  0.98 740.  ]    
559	198   	[  0.9052     604.16666667]    	[ 0.06803646 42.41429266]      	[  0.695 455.   ]  	[  0.98 750.  ]    
560	167   	[  0.90365    603.91666667]    	[ 0.07321494 44.06899578]      	[  0.67 440.  ]    	[  0.98 790.  ]    
561	184   	[  0.9051     606.01666667]    	[ 0.07403709 42.76933936]      	[  0.66 425.  ]    	[  0.98 710.  ]    
562	161   	[  0.90655    608.43333333]    	[ 0.07377001 47.69918471]      	[  0.69 425.  ]    	[  0.98 800.  ]    
563	203   	[  0.90023333 611.93333333]    	[ 0.07505739 47.33669002]      	[  0.595 425.   ]  	[  0.98 730.  ]    
564	173   	[  0.90686667 611.88333333]    	[ 0.07256732 41.60372246]      	[  0.62 475.  ]    	[  0.98 740.  ]    
565	172   	[  0.90538333 608.51666667]    	[ 0.07598204 46.06390187]      	[  0.61 475.  ]    	[  0.98 745.  ]    
566	176   	[  0.90366667 605.36666667]    	[ 0.07284039 49.0717049 ]      	[  0.605 415.   ]  	[  0.98 780.  ]    
567	178   	[  0.89645    602.28333333]    	[ 0.08038126 49.07853966]      	[  0.53 485.  ]    	[  0.98 765.  ]    
568	158   	[  0.90243333 601.83333333]    	[ 0.07268364 47.05817912]      	[  0.625 485.   ]  	[  0.98 760.  ]    
569	172   	[  0.90191667 599.56666667]    	[ 0.07362343 44.62412153]      	[  0.64 485.  ]    	[  0.98 765.  ]    
570	162   	[  0.90811667 599.35      ]    	[ 0.07137135 42.93204902]      	[  0.69 425.  ]    	[  0.98 730.  ]    
571	171   	[  0.91013333 597.1       ]    	[ 0.07260497 40.95839352]      	[  0.655 470.   ]  	[  0.98 750.  ]    
572	173   	[  0.9117     596.26666667]    	[ 0.07314559 44.80954759]      	[  0.675 400.   ]  	[  0.98 725.  ]    
573	170   	[  0.9176     596.41666667]    	[ 0.06935349 40.29569525]      	[  0.675 500.   ]  	[  0.98 795.  ]    
574	164   	[  0.91138333 596.61666667]    	[ 0.07427429 41.00369563]      	[  0.57 435.  ]    	[  0.98 795.  ]    
575	181   	[  0.911 594.45 ]              	[ 0.07073778 40.50449564]      	[  0.645 480.   ]  	[  0.98 795.  ]    
576	175   	[  0.9149     597.48333333]    	[ 0.0681187 40.2647454]        	[  0.69 510.  ]    	[  0.98 795.  ]    
577	182   	[  0.91105    601.06666667]    	[ 0.06988429 46.88136327]      	[  0.68 475.  ]    	[  0.98 770.  ]    
578	189   	[  0.90926667 597.81666667]    	[ 0.07258647 44.60362155]      	[  0.69 470.  ]    	[  0.98 770.  ]    
579	165   	[  0.91098333 597.06666667]    	[ 0.07194986 46.51231617]      	[  0.67 450.  ]    	[  0.98 770.  ]    
580	192   	[  0.91613333 598.05      ]    	[ 0.06809221 39.50882813]      	[  0.725 480.   ]  	[  0.98 755.  ]    
581	186   	[  0.90971667 594.6       ]    	[ 0.07649512 38.62865948]      	[  0.665 460.   ]  	[  0.98 735.  ]    
582	183   	[  0.91083333 591.73333333]    	[ 0.07997899 40.89208019]      	[  0.595 460.   ]  	[  0.98 745.  ]    
583	174   	[  0.91258333 589.01666667]    	[ 0.07521797 37.61138643]      	[  0.645 490.   ]  	[  0.98 745.  ]    
584	187   	[  0.91466667 589.51666667]    	[ 0.0710743 43.3187764]        	[  0.665 475.   ]  	[  0.98 770.  ]    
585	172   	[  0.91496667 590.13333333]    	[ 0.07654519 37.09423435]      	[  0.63 455.  ]    	[  0.98 735.  ]    
586	170   	[  0.91496667 588.18333333]    	[ 0.07202082 37.53375888]      	[  0.695 465.   ]  	[  0.98 755.  ]    
587	164   	[  0.91151667 595.58333333]    	[ 0.07027766 41.86975506]      	[  0.69 480.  ]    	[  0.98 755.  ]    
588	176   	[  0.91466667 595.76666667]    	[ 0.06766995 43.50186458]      	[  0.655 455.   ]  	[  0.98 745.  ]    
589	197   	[  0.90826667 592.63333333]    	[ 0.07322792 42.37411422]      	[  0.625 470.   ]  	[  0.98 765.  ]    
590	156   	[  0.91886667 595.6       ]    	[ 0.06792434 43.42203742]      	[  0.645 465.   ]  	[  0.98 765.  ]    
591	184   	[  0.91305    599.76666667]    	[ 0.06944264 44.13364804]      	[  0.665 460.   ]  	[  0.98 775.  ]    
592	173   	[  0.91361667 592.16666667]    	[ 0.06937701 41.2064585 ]      	[  0.72 465.  ]    	[  0.98 745.  ]    
593	187   	[  0.90773333 594.6       ]    	[ 0.07708672 46.44538011]      	[  0.685 420.   ]  	[  0.98 795.  ]    
594	174   	[  0.90621667 594.28333333]    	[ 0.07597984 47.30824159]      	[  0.64 470.  ]    	[  0.98 770.  ]    
595	151   	[  0.902      587.58333333]    	[ 0.08154855 48.73988499]      	[  0.66 455.  ]    	[  0.98 770.  ]    
596	203   	[  0.8993 591.5   ]            	[ 0.07710605 50.59561905]      	[  0.65 405.  ]    	[  0.98 760.  ]    
597	161   	[  0.90073333 590.66666667]    	[ 0.07560509 47.51023282]      	[  0.68 470.  ]    	[  0.98 785.  ]    
598	175   	[  0.90228333 591.85      ]    	[ 0.07488682 47.27925021]      	[  0.66 435.  ]    	[  0.98 755.  ]    
599	169   	[  0.90756667 595.91666667]    	[ 0.07352378 43.57074388]      	[  0.685 480.   ]  	[  0.98 745.  ]    
600	182   	[  0.90528333 596.3       ]    	[ 0.07276105 48.20072614]      	[  0.655 465.   ]  	[  0.98 830.  ]    
601	166   	[  0.90438333 593.48333333]    	[ 0.07726925 46.91605683]      	[  0.615 445.   ]  	[  0.98 775.  ]    
602	189   	[  0.90458333 590.23333333]    	[ 0.0770005  45.83425454]      	[  0.645 455.   ]  	[  0.98 785.  ]    
603	161   	[  0.9057 590.8   ]            	[ 0.07441109 45.28274138]      	[  0.68 450.  ]    	[  0.98 785.  ]    
604	160   	[  0.90793333 592.4       ]    	[ 0.07028083 48.15675792]      	[  0.62 435.  ]    	[  0.98 785.  ]    
605	192   	[  0.90086667 590.68333333]    	[ 0.07540169 48.52095481]      	[  0.65 460.  ]    	[  0.98 765.  ]    
606	170   	[  0.90515 589.1    ]          	[ 0.07653579 45.57437145]      	[  0.57 435.  ]    	[  0.98 750.  ]    
607	164   	[  0.90238333 593.41666667]    	[ 0.07696906 47.27835716]      	[  0.555 410.   ]  	[  0.98 755.  ]    
608	181   	[  0.9009     594.26666667]    	[ 0.07313816 48.61373834]      	[  0.7 440. ]      	[  0.98 755.  ]    
609	177   	[  0.89916667 593.35      ]    	[ 0.07290157 48.09221177]      	[  0.66 445.  ]    	[  0.98 755.  ]    
610	177   	[  0.90088333 591.38333333]    	[ 0.07767327 46.48300466]      	[  0.655 455.   ]  	[  0.98 765.  ]    
611	165   	[  0.90461667 588.41666667]    	[ 0.07614637 48.2967534 ]      	[  0.67 425.  ]    	[  0.98 765.  ]    
612	178   	[  0.91091667 588.76666667]    	[ 0.07272031 40.52339516]      	[  0.69 475.  ]    	[  0.98 730.  ]    
613	152   	[  0.91008333 590.43333333]    	[ 0.072593   41.33979788]      	[  0.66 480.  ]    	[  0.98 715.  ]    
614	159   	[  0.91025    591.91666667]    	[ 0.07482438 44.10302018]      	[  0.59 415.  ]    	[  0.98 755.  ]    
615	175   	[  0.9079 590.95  ]            	[ 0.07627094 43.89017544]      	[  0.63 435.  ]    	[  0.98 835.  ]    
616	183   	[  0.90486667 587.85      ]    	[ 0.07172388 41.45432225]      	[  0.64 455.  ]    	[  0.98 720.  ]    
617	187   	[  0.9001     591.98333333]    	[ 0.07636419 49.91475789]      	[  0.66 430.  ]    	[  0.98 805.  ]    
618	162   	[  0.90975    590.58333333]    	[ 0.06861745 45.62977524]      	[  0.73 445.  ]    	[  0.98 745.  ]    
619	175   	[  0.90375    591.56666667]    	[ 0.07391    47.40828573]      	[  0.655 465.   ]  	[  0.98 765.  ]    
620	170   	[  0.90306667 593.36666667]    	[ 0.07533655 41.28154013]      	[  0.7 480. ]      	[  0.98 720.  ]    
621	167   	[  0.89798333 591.35      ]    	[ 0.07628903 40.86270712]      	[  0.67 470.  ]    	[  0.98 760.  ]    
622	174   	[  0.90053333 592.36666667]    	[ 0.07445949 42.70322652]      	[  0.66 470.  ]    	[  0.98 775.  ]    
623	150   	[  0.9018 585.2   ]            	[ 0.07793968 40.15752316]      	[  0.64 450.  ]    	[  0.98 760.  ]    
624	173   	[  0.9062     589.38333333]    	[ 0.07108253 41.98058744]      	[  0.71 450.  ]    	[  0.98 740.  ]    
625	170   	[  0.90875    591.36666667]    	[ 0.07134205 40.49443034]      	[  0.655 435.   ]  	[  0.98 710.  ]    
626	166   	[  0.90941667 592.        ]    	[ 0.07321482 41.66533331]      	[  0.61 460.  ]    	[  0.98 735.  ]    
627	191   	[  0.91       591.86666667]    	[ 0.06938179 45.46077674]      	[  0.68 460.  ]    	[  0.98 735.  ]    
628	187   	[  0.9106     590.58333333]    	[ 0.06601747 42.48815194]      	[  0.71 475.  ]    	[  0.98 740.  ]    
629	175   	[  0.90593333 591.11666667]    	[ 0.07340728 45.71837401]      	[  0.59 460.  ]    	[  0.98 800.  ]    
630	160   	[  0.91551667 593.7       ]    	[ 0.07263023 46.54900643]      	[  0.645 480.   ]  	[  0.98 800.  ]    
631	174   	[  0.90916667 592.08333333]    	[ 0.07532245 48.48789941]      	[  0.7 450. ]      	[  0.98 780.  ]    
632	185   	[  0.91108333 593.51666667]    	[ 0.07051532 49.44744404]      	[  0.685 465.   ]  	[  0.98 765.  ]    
633	178   	[  0.9101 593.05  ]            	[ 0.06990463 48.28679081]      	[  0.69 475.  ]    	[  0.98 785.  ]    
634	162   	[  0.91685 597.15   ]          	[ 0.06936614 46.96588301]      	[  0.69 465.  ]    	[  0.98 755.  ]    
635	163   	[  0.91331667 593.4       ]    	[ 0.0714312  46.64518553]      	[  0.695 475.   ]  	[  0.98 810.  ]    
636	163   	[  0.91365    591.91666667]    	[ 0.07577881 47.82861475]      	[  0.57 480.  ]    	[  0.98 810.  ]    
637	173   	[  0.91133333 590.61666667]    	[ 0.07254003 44.93554334]      	[  0.66 420.  ]    	[  0.98 750.  ]    
638	170   	[  0.91096667 590.98333333]    	[ 0.07039223 46.55229735]      	[  0.53 420.  ]    	[  0.98 745.  ]    
639	168   	[  0.9146 588.8   ]            	[ 0.07174148 42.93087467]      	[  0.63 425.  ]    	[  0.98 735.  ]    
640	187   	[  0.91208333 584.95      ]    	[ 0.07269738 37.11353078]      	[  0.675 485.   ]  	[  0.98 755.  ]    
641	171   	[  0.91138333 586.71666667]    	[ 0.07411705 42.50062418]      	[  0.585 455.   ]  	[  0.98 760.  ]    
